BPLCNM,RDNWHLADDR,SITEWHLADDR,X,Y,UPTAENM
제주김만복 현대백화점 삼성점,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
라메종뒤쇼콜라,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동, 갤러리아백화점)",서울특별시 강남구 압구정동 494번지 ,203470.848439305,447369.579851952,백화점
제주부엌,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점)",서울특별시 강남구 삼성동 159-7 ,205210.358779172,445154.42225208,백화점
도시곳간 무역센터점,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점,205210.358779172,445154.42225208,백화점
(주)수지스,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점본점 지하1층)",서울특별시 강남구 압구정동 429-0번지 현대백화점본점 지하1층 ,202358.505687227,447232.955697694,백화점
스무시 하우스,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역센터점)",서울특별시 강남구 삼성동 159-7 지하1층 ,205210.358779172,445154.42225208,백화점
아모리노,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점본점)",서울특별시 강남구 압구정동 429번지 ,202358.505687227,447232.955697694,백화점
김경자 원조칼국수,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점무역센터점)",서울특별시 강남구 삼성동 159-7번지 현대백화점무역센터점 지하1층 ,205210.358779172,445154.42225208,백화점
브레들리,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점강남점)",서울특별시 강남구 대치동 937번지 ,204669.543366778,443873.621189048,백화점
옛날손짜장,"서울특별시 강남구 도곡로 401 (대치동,(지하1층))",서울특별시 강남구 대치동 937-0번지 (지하1층) ,204669.543366778,443873.621189048,백화점
멀티스낵샵,"서울특별시 강남구 압구정로 343 (압구정동,갤러리아백화점지하1층)",서울특별시 강남구 압구정동 494-0번지 갤러리아백화점지하1층 ,203470.848439305,447369.579851952,백화점
토브농산(주),"서울특별시 강남구 언주로30길 57 (도곡동,타워팰리스지하1층)",서울특별시 강남구 도곡동 467-17 타워팰리스지하1층 ,204749.304517964,443058.194678364,백화점
롤링스시,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역센터점)",서울특별시 강남구 삼성동 159-7번지 ,205210.358779172,445154.42225208,백화점
현대백화점(삼성무역점),"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점지하1층)",서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층 ,205210.358779172,445154.42225208,백화점
현대백화점,서울특별시 강남구 압구정로 165 (압구정동),서울특별시 강남구 압구정동 429-0번지 ,202358.505687227,447232.955697694,백화점
베리블릿,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점 강남점)",서울특별시 강남구 대치동 937번지 ,204669.543366778,443873.621189048,백화점
서경엔터프라이즈,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점 지하1층)",서울특별시 강남구 압구정동 429-0번지 현대백화점 지하1층 ,202358.505687227,447232.955697694,백화점
그린푸드,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점 지하1층)",서울특별시 강남구 압구정동 429-0번지 현대백화점 지하1층 ,202358.505687227,447232.955697694,백화점
빠스,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",서울특별시 강남구 삼성동 159-7 현대백화점 지하1층 ,205210.358779172,445154.42225208,백화점
에이비피코리아주식회사,"서울특별시 강남구 테헤란로 517 (삼성동,지하1층)",서울특별시 강남구 삼성동 159-7 지하1층 ,205210.358779172,445154.42225208,백화점
샹하이델리,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점지하1층)",서울특별시 강남구 압구정동 429-0번지 현대백화점지하1층 ,202358.505687227,447232.955697694,백화점
그린5(무역점),"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점지하1층)",서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층 ,205210.358779172,445154.42225208,백화점
(주)피씨케이글로벌(몽쉘),"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",서울특별시 강남구 삼성동 159-7 현대백화점 지하1층 ,205210.358779172,445154.42225208,백화점
금왕과비,"서울특별시 강남구 도곡로 401 (대치동,롯데백화점 지하1층)",서울특별시 강남구 대치동 937-0번지 롯데백화점 지하1층 ,204669.543366778,443873.621189048,백화점
만나랑,"서울특별시 강남구 테헤란로 517 (삼성동,지하1층)",서울특별시 강남구 삼성동 159-7 지하1층 ,205210.358779172,445154.42225208,백화점
하하초밥,"서울특별시 강남구 테헤란로 517 (삼성동,지하1층)",서울특별시 강남구 삼성동 159-7번지 지하1층 ,205210.358779172,445154.42225208,백화점
선우유통,"서울특별시 강남구 압구정로 343 (압구정동,갤러리아백화점지하1층)",서울특별시 강남구 압구정동 494-0번지 갤러리아백화점지하1층 ,203470.848439305,447369.579851952,백화점
후르츠밸리,"서울특별시 강남구 압구정로 343 (압구정동,갤러리아백화점식품부지하1층)",서울특별시 강남구 압구정동 494-0번지 갤러리아백화점식품부지하1층 ,203470.848439305,447369.579851952,백화점
(주)다정한 떡볶이 가게,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점지하1층)",서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층 ,205210.358779172,445154.42225208,백화점
기야마,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",서울특별시 강남구 삼성동 159-7 현대백화점 지하1층 ,205210.358779172,445154.42225208,백화점
프레쉬 테이블,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점 ,202358.505687227,447232.955697694,백화점
어부의 밥상,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점 ,202358.505687227,447232.955697694,백화점
솥밥예찬,"서울특별시 강남구 테헤란로 231, 센터필드 지하2층 WB07호 (역삼동)",서울특별시 강남구 역삼동 676 센터필드 ,203599.062771687,444556.062267296,백화점
프레쉬 테이블(FRESH TABLE),"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
홉슈크림,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",서울특별시 강남구 대치동 937 롯데백화점 ,204669.543366778,443873.621189048,백화점
윤이재,"서울특별시 강남구 언주로30길 57, 타워팰리스 상가동 지하1층 (도곡동, 타워팰리스)",서울특별시 강남구 도곡동 467-17 타워팰리스 ,204749.304517964,443058.194678364,백화점
동원산업(주),"서울특별시 중구 청계천로 400, 지하2층 (황학동, 롯데캐슬베네치아)",서울특별시 중구 황학동 2545 롯데캐슬베네치아,201823.908977364,452076.818664092,백화점
샐러드스탑 압구정현대점,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429번지 현대백화점본점 ,202358.505687227,447232.955697694,백화점
"주식회사 콜(Kohl,Inc.)","서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
도제 롯데백화점 강남점,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",서울특별시 강남구 대치동 937 롯데백화점 ,204669.543366778,443873.621189048,백화점
순순,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층층 (자양동)",서울특별시 광진구 자양동 227-342 롯데백화점,206217.434726027,448506.218743834,백화점
밀알 호두 과자,"서울특별시 강남구 도곡로 401, 롯데백화점 강남점 지하1층 지하식품 행사장 (대치동)",서울특별시 강남구 대치동 937 롯데백화점 ,204669.543366778,443873.621189048,백화점
딜라잇쌈 롯데백화점 강남점(delight SSAM),"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",서울특별시 강남구 대치동 937 롯데백화점 ,204669.543366778,443873.621189048,백화점
오크베리(OAKBERRY),"서울특별시 강남구 압구정로 343, 갤러리아백화점 명품관 지하1층 (압구정동)",서울특별시 강남구 압구정동 494 갤러리아백화점 ,203470.848439305,447369.579851952,백화점
오크베리(OAKBERRY),"서울특별시 강남구 테헤란로 517, 현대백화점 본관 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
마스터쿡 갤러리아백화점 압구정점,"서울특별시 강남구 압구정로 343, 갤러리아백화점 지하1층 (압구정동)",서울특별시 강남구 압구정동 494 갤러리아백화점 ,203470.848439305,447369.579851952,백화점
이스터에그,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",서울특별시 강남구 대치동 937 롯데백화점 ,204669.543366778,443873.621189048,백화점
스시락쿠엔 명품관점,"서울특별시 강남구 압구정로 343, 갤러리아백화점 지하1층 (압구정동)",서울특별시 강남구 압구정동 494 갤러리아백화점 ,203470.848439305,447369.579851952,백화점
Z롤앤오니기리,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동, 갤러리아백화점)",서울특별시 강남구 압구정동 494번지 ,203470.848439305,447369.579851952,백화점
(주)현대백화점,서울특별시 강남구 압구정로 165 (압구정동),서울특별시 강남구 압구정동 429-0 ,202358.505687227,447232.955697694,백화점
라비올,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역점)",서울특별시 강남구 삼성동 159-7 현대백화점 지하 1층 행사장 ,205210.358779172,445154.42225208,백화점
서울만두 현대무역센터점,"서울특별시 강남구 테헤란로 517, B1층 (삼성동, 현대백화점 무역센터점)",서울특별시 강남구 삼성동 159-7 현대백화점 무역센터점 B1층 ,205210.358779172,445154.42225208,백화점
마이알레,"서울특별시 강남구 테헤란로 517, 현대백화점 지상5층 (삼성동)",서울특별시 강남구 삼성동 159-7번지 현대백화점 ,205210.358779172,445154.42225208,백화점
꾸온 현대백화점 압구정본점(cuon),"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점 ,202358.505687227,447232.955697694,백화점
담미,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점,202358.505687227,447232.955697694,백화점
찬합 현대백화점무역점,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
베이글리스트 현대백화점 압구정본점,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점 ,202358.505687227,447232.955697694,백화점
오크베리(OAKBERRY),"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점 ,202358.505687227,447232.955697694,백화점
말똥도넛,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
쁘띠이자뷰,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",서울특별시 강남구 대치동 937번지 롯데백화점 ,204669.543366778,443873.621189048,백화점
명가오향족발,"서울특별시 강남구 압구정로 165, 현대백화점본점 식품관  지하1층 (압구정동)",서울특별시 강남구 압구정동 429번지 현대백화점본점 ,202358.505687227,447232.955697694,백화점
와인앤푸드 치즈샵,"서울특별시 강남구 언주로30길 57, 상가동 지하1층 식품관호 (도곡동, 타워팰리스)",서울특별시 강남구 도곡동 467-17 타워팰리스 ,204749.304517964,443058.194678364,백화점
롤스롤스강남점,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",서울특별시 강남구 대치동 937 롯데백화점 ,204669.543366778,443873.621189048,백화점
야키토리 하포우,"서울특별시 강남구 압구정로 343, 갤러리아백화점 명품관 지하1층 (압구정동)",서울특별시 강남구 압구정동 494 갤러리아백화점 ,203470.848439305,447369.579851952,백화점
하이구슬,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",서울특별시 강남구 대치동 937 롯데백화점 ,204669.543366778,443873.621189048,백화점
메가감자 현대무역센터점,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
리찬방,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
마키_산다이,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
심샤오빙,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
키쉬미뇽,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점 ,205210.358779172,445154.42225208,백화점
샤브테이블,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 지하1층 (잠실동)",서울특별시 송파구 잠실동 40-1 롯데월드 ,208589.363343145,445455.90405262,백화점
멜로드도산,"서울특별시 송파구 올림픽로 240, 롯데월드 지하1층 (잠실동)",서울특별시 송파구 잠실동 40-1 롯데월드 ,208589.363343145,445455.90405262,백화점
마마쿡 롯데백화점 잠실점,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 지하1층 (잠실동)",서울특별시 송파구 잠실동 40-1 롯데월드 ,208589.363343145,445455.90405262,백화점
이구복교자,서울특별시 송파구 올림픽로 240 (잠실동),서울특별시 송파구 잠실동 40-1번지 ,208589.363343145,445455.90405262,백화점
(주)신원씨푸드,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데백화점 잠실점)",서울특별시 송파구 잠실동 40-1번지 ,208589.363343145,445455.90405262,백화점
일품향,"서울특별시 송파구 올림픽로 240 (잠실동,잠실점)",서울특별시 송파구 잠실동 40-1번지 잠실점 ,208589.363343145,445455.90405262,백화점
영양죽코너,"서울특별시 송파구 올림픽로 240 (잠실동,잠실점)",서울특별시 송파구 잠실동 40-1번지 잠실점 ,208589.363343145,445455.90405262,백화점
미전초밥,서울특별시 송파구 올림픽로 240 (잠실동),서울특별시 송파구 잠실동 40-1번지 ,208589.363343145,445455.90405262,백화점
밀모아만두,서울특별시 송파구 올림픽로 240 (잠실동),서울특별시 송파구 잠실동 40-1번지 ,208589.363343145,445455.90405262,백화점
온더보더 이태원점,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 B1층 (잠실동)",서울특별시 송파구 잠실동 40-1번지 롯데월드 ,208589.363343145,445455.90405262,백화점
오정원(셰프코리아),"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 지하1층 (잠실동)",서울특별시 송파구 잠실동 40-1번지 롯데월드 ,208589.363343145,445455.90405262,백화점
떡볶이 달인 쫄봉이,"서울특별시 송파구 충민로 66, 가든파이브라이프(현대백화점) 지하1층 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프 ,210986.460698452,441725.293491662,백화점
호두앤,"서울특별시 송파구 충민로 66, 현대시티몰 가든파이브점 아울렛관 B1층 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프 ,210986.460698452,441725.293491662,백화점
잣품은 그집호두과자,"서울특별시 송파구 올림픽로 240, 롯데월드 B1층 (잠실동)",서울특별시 송파구 잠실동 40-1 롯데월드 ,208589.363343145,445455.90405262,백화점
유천냉면 NC송파점,"서울특별시 송파구 충민로 66, 가든파이브라이프 엔씨백화점 영관 2층 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프 ,210986.460698452,441725.293491662,백화점
탄탄면 공방,"서울특별시 송파구 충민로 66, 엔씨백화점 영관 2층 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프 ,210986.460698452,441725.293491662,백화점
데일리식품,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 지하1층 (잠실동)",서울특별시 송파구 잠실동 40-1 롯데월드 ,208589.363343145,445455.90405262,백화점
요거티아,"서울특별시 송파구 충민로 66, 가든파이브라이프 지하1층 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프 ,210986.460698452,441725.293491662,백화점
미식연구가 김인복 김치,"서울특별시 송파구 올림픽로 240, 롯데백화점 식품관 지하1층 (잠실동)",서울특별시 송파구 잠실동 40-1 롯데월드 ,208589.363343145,445455.90405262,백화점
유부로 현대 미아점,"서울특별시 성북구 동소문로 315, 현대백화점미아점 지하1층 (길음동)",서울특별시 성북구 길음동 20-1 현대백화점미아점,202466.801084521,456227.571720914,백화점
모모유부 천호현대,"서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)",서울특별시 강동구 천호동 572 현대백화점 ,210929.919693661,448537.406728283,백화점
와사비그린(강남점),"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 식품관 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층 식품관,200250.447804795,444683.220506107,백화점
용형수산,"서울특별시 강동구 양재대로 1630 (명일동,지에스수퍼)",서울특별시 강동구 명일동 312-99 지에스수퍼 ,212676.162193508,449910.881572138,백화점
더정 우롱티프로젝트 신세계강남점(DEJENG OOLONG TEA PROJECT),"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층,200250.447804795,444683.220506107,백화점
하이미엘현대백화점천호점,"서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)",서울특별시 강동구 천호동 572 현대백화점 ,210929.919693661,448537.406728283,백화점
레어마카롱(RARE MACARONS),"서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)",서울특별시 강동구 천호동 572 현대백화점 ,210929.919693661,448537.406728283,백화점
궁떡 이마트천호점,"서울특별시 강동구 천호대로 1017, 이마트 지1층 (천호동)",서울특별시 강동구 천호동 454-1 이마트 ,211025.924972294,448495.189151526,백화점
다이버츄,"서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)",서울특별시 강동구 천호동 572 현대백화점 ,210929.919693661,448537.406728283,백화점
아띠몽,"서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)",서울특별시 강동구 천호동 572 현대백화점 ,210929.919693661,448537.406728283,백화점
서울만두express,"서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)",서울특별시 강동구 천호동 572 현대백화점 ,210929.919693661,448537.406728283,백화점
아포포키친(천호점),"서울특별시 강동구 천호대로 1005, 현대백화점 지하2층 (천호동)",서울특별시 강동구 천호동 572 현대백화점 ,210929.919693661,448537.406728283,백화점
주)둥구나무,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",서울특별시 강동구 천호동 455-8번지 ,210929.919693661,448537.406728283,백화점
조앤더주스 천호점,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",서울특별시 강동구 천호동 455-8 ,210929.919693661,448537.406728283,백화점
앤티앤스,"서울특별시 강동구 천호대로 1017, 이마트 1층 (천호동)",서울특별시 강동구 천호동 454-1 이마트 ,211025.924972294,448495.189151526,백화점
옥희분식,"서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 식품관호 (상계동)",서울특별시 노원구 상계동 713 롯데백화점,205320.28476675,461419.881795004,백화점
(주)성찬 웰빙부산어묵,"서울특별시 강남구 언주로30길 57, 상가동 지하1층 (도곡동, 타워팰리스)",서울특별시 강남구 도곡동 467-17 타워팰리스,204749.304517964,443058.194678364,백화점
트위스트또돗,"서울특별시 성북구 동소문로 315, 현대백화점미아점 지하1층 (길음동)",서울특별시 성북구 길음동 20-1 현대백화점미아점,202466.801084521,456227.571720914,백화점
델리카가,"서울특별시 노원구 노원로 330 (중계동, 롯데마트)",서울특별시 노원구 중계동 517 롯데마트,206132.432496938,460549.311157153,백화점
베이글리스트 롯데백화점 잠실점,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 지하1층 일부 (잠실동)",서울특별시 송파구 잠실동 40-1 롯데월드,208589.363343145,445455.90405262,백화점
라크루뜨 서울 롯데백화점 잠실점,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 지하1층 일부 (잠실동)",서울특별시 송파구 잠실동 40-1 롯데월드,208589.363343145,445455.90405262,백화점
꾸온 더현대서울(CUON),"서울특별시 영등포구 여의대로 108, 파크원 지하1층 (여의도동)",서울특별시 영등포구 여의도동 22 파크원,193592.000380036,447092.629432527,백화점
예찬,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",서울특별시 광진구 자양동 227-342 롯데백화점,206217.434726027,448506.218743834,백화점
예찬,"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 지하2층 (전농동)","서울특별시 동대문구 전농동 591-92 청량리역,롯데백화점",204081.282117393,453187.395154017,백화점
스위트젠,"서울특별시 송파구 충민로 66, 가든파이브라이프 지하1층 TB1091호 (문정동)",서울특별시 송파구 문정동 634 가든파이브라이프,210986.460698452,441725.293491662,백화점
이포어묵 목동점,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대하이페리온)",서울특별시 양천구 목동 916 현대하이페리온,188884.075622342,447186.888604306,백화점
와플샵 현대천호점,"서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)",서울특별시 강동구 천호동 572 현대백화점,210929.919693661,448537.406728283,백화점
소담생과방(롯데마트 청량리점),"서울특별시 동대문구 왕산로 214, 롯데마트 4층 (전농동)","서울특별시 동대문구 전농동 591-92 청량리역,롯데백화점",204081.282117393,453187.395154017,백화점
오크베리(OAKBERRY) - 현대목동점,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대하이페리온)",서울특별시 양천구 목동 916 현대하이페리온,188884.075622342,447186.888604306,백화점
롯데쇼핑(주)잠실점,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 지하1층 (잠실동)",서울특별시 송파구 잠실동 40-1 롯데월드,208589.363343145,445455.90405262,백화점
공차 목동행복한점,"서울특별시 양천구 목동동로 309, 행복한 백화점 ((주)중소기업유통센터) 1층 (목동)",서울특별시 양천구 목동 917-6 행복한 백화점 ((주)중소기업유통센터),188977.171050288,447466.355031447,백화점
비첸향 현대무역점,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점)",서울특별시 강남구 삼성동 159-7 현대백화점 지하1층,205210.358779172,445154.42225208,백화점
롤라리틀베이커리,"서울특별시 강남구 테헤란로 517, 현대백화점 무역점 지하1층 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점,205210.358779172,445154.42225208,백화점
더프리미엄,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점,202358.505687227,447232.955697694,백화점
마사비스(MERCER bis),"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점,202358.505687227,447232.955697694,백화점
장도 더현대서울점(張濤 ),"서울특별시 영등포구 여의대로 108, 더현대서울 지하1층 (여의도동)",서울특별시 영등포구 여의도동 22 파크원,193592.000380036,447092.629432527,백화점
타이거 티그레,"서울특별시 강남구 압구정로 343, 갤러리아백화점 명품관 지하1층 (압구정동)",서울특별시 강남구 압구정동 494 갤러리아백화점,203470.848439305,447369.579851952,백화점
둥구나무,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점,202358.505687227,447232.955697694,백화점
오볼리토(Ovolito),"서울특별시 영등포구 여의대로 108, 더현대 서울 지하1층 (여의도동)",서울특별시 영등포구 여의도동 22 파크원,193592.000380036,447092.629432527,백화점
백미당 롯데강남점,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점강남점)",서울특별시 강남구 대치동 937,204669.543366778,443873.621189048,백화점
원디그리노스,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층,200250.447804795,444683.220506107,백화점
이포어묵 무역센터점,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 식품관 일부호 (삼성동)",서울특별시 강남구 삼성동 159-7 현대백화점,205210.358779172,445154.42225208,백화점
레자미오네뜨,"서울특별시 영등포구 여의대로 108, 더현대 지하1층 (여의도동)",서울특별시 영등포구 여의도동 22 더현대,193592.000380036,447092.629432527,백화점
아실,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 식품관 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층 식품관,200250.447804795,444683.220506107,백화점
시아리 seaari,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층,200250.447804795,444683.220506107,백화점
효미역 현대백화점압구정점,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",서울특별시 강남구 압구정동 429 현대백화점본점,202358.505687227,447232.955697694,백화점
골든치즈 롯데백화점 명동점,"서울특별시 중구 남대문로 81, 롯데백화점 본점 지하1층 일부호 (소공동)",서울특별시 중구 소공동 1 롯데백화점 본점,198259.65357739,451392.198218657,백화점
타마노카(TAMANOKA),"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 식품관 (반포동)",서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층 식품관,200250.447804795,444683.220506107,백화점
프레시테이블,"서울특별시 양천구 목동동로 257, 지하2층 식품관호 (목동, 현대하이페리온)",서울특별시 양천구 목동 916 현대하이페리온,188884.075622342,447186.888604306,백화점
드레스(DRESS),"서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)",서울특별시 노원구 상계동 713 롯데백화점,205320.28476675,461419.881795004,백화점
스탠다드브레드(Standard Bread) 신세계강남점,"서울특별시 서초구 신반포로 176, 신세계강남점 지하1층 (반포동)",서울특별시 서초구 반포동 19-3 지하1층 신세계강남점,200250.447804795,444683.220506107,백화점
5알 땅콩빵 노원점,"서울특별시 노원구 동일로 1414 (상계동,롯데백화점 지하)",서울특별시 노원구 상계동 713 롯데백화점 지하,205320.28476675,461419.881795004,백화점
동원산업(주),"서울특별시 영등포구 여의대로 108, 더현대서울 지하1층 (여의도동)",서울특별시 영등포구 여의도동 22 더현대서울,193592.000380036,447092.629432527,백화점
도리깨침,"서울특별시 강남구 도산대로 442, 피엔폴루스 지하1층 (청담동)",서울특별시 강남구 청담동 4-1 피엔폴루스,203789.588128352,446796.128299612,백화점
르빵 신세계 청담점,"서울특별시 강남구 도산대로 442, 피엔폴루스 지하1층 (청담동)",서울특별시 강남구 청담동 4-1 피엔폴루스,203789.588128352,446796.128299612,백화점
무색델리,"서울특별시 강남구 도산대로 447, 지하1층 (청담동)",서울특별시 강남구 청담동 97-4,203912.628599294,446895.131801962,백화점
옥희분식,"서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 (영등포동4가)",서울특별시 영등포구 영등포동4가 442 타임스퀘어,191385.057392247,446098.555926507,백화점
금돈방 신세계백화점 타임스퀘어점(金豚房),"서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 (영등포동4가)",서울특별시 영등포구 영등포동4가 442 타임스퀘어,191385.057392247,446098.555926507,백화점
롯데쇼핑(주),"서울특별시 중구 남대문로 81, 지하1층 (소공동)",서울특별시 중구 소공동 1,198259.65357739,451392.198218657,백화점
