구,법정동,아파트명,행정동,구_spatial,행정동_spatial,adm_nm
마포구,망원동,한강월드컵,망원1동,마포구,망원2동,서울특별시 마포구 망원2동
마포구,망원동,함성드림빌,망원1동,마포구,망원2동,서울특별시 마포구 망원2동
마포구,망원동,함성백합,망원1동,마포구,망원2동,서울특별시 마포구 망원2동
마포구,망원동,함성월드빌,망원1동,마포구,망원1동,서울특별시 마포구 망원1동
마포구,망원동,함성월드빌2차,망원1동,마포구,망원1동,서울특별시 마포구 망원1동
마포구,망원동,함성월드빌3차301동,망원1동,마포구,망원2동,서울특별시 마포구 망원2동
마포구,망원동,해오름,망원1동,마포구,망원2동,서울특별시 마포구 망원2동
마포구,망원동,해오름2차,망원1동,마포구,망원1동,서울특별시 마포구 망원1동
마포구,망원동,현대그린,망원1동,마포구,망원2동,서울특별시 마포구 망원2동
마포구,망원동,현대리버빌,망원1동,마포구,망원1동,서울특별시 마포구 망원1동
마포구,망원동,현진에버빌2,망원1동,마포구,망원1동,서울특별시 마포구 망원1동
마포구,망원동,휴먼빌,망원1동,마포구,망원2동,서울특별시 마포구 망원2동
마포구,상수동,래미안밤섬리베뉴Ⅰ,서강동,마포구,서강동,서울특별시 마포구 서강동
마포구,상수동,래미안밤섬리베뉴Ⅱ,서강동,마포구,서강동,서울특별시 마포구 서강동
마포구,상수동,밤섬리버베르빌,서강동,마포구,서강동,서울특별시 마포구 서강동
마포구,상수동,밤섬리오팰리스,서강동,마포구,서강동,서울특별시 마포구 서강동
마포구,상수동,상수동월드메르디앙,서강동,마포구,서강동,서울특별시 마포구 서강동
마포구,상수동,상수두산위브,서강동,마포구,서강동,서울특별시 마포구 서강동
마포구,상수동,신구강변연가,서강동,마포구,서강동,서울특별시 마포구 서강동
마포구,상암동,DMC상암센트럴파크1단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,DMC상암센트럴파크2단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크10단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크11단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크12단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크2단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크3단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크4단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크5단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크6단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크7단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,상암월드컵파크9단지,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,상암동,예인하우스,상암동,마포구,상암동,서울특별시 마포구 상암동
마포구,서교동,광남벨라스(1차),서교동,마포구,서교동,서울특별시 마포구 서교동
마포구,서교동,광남벨라스2차,서교동,마포구,서교동,서울특별시 마포구 서교동
마포구,서교동,광남푸른마을,서교동,마포구,서교동,서울특별시 마포구 서교동
마포구,서교동,기정MAY(247-112),서교동,마포구,서교동,서울특별시 마포구 서교동
